external_risk_estimate,months_since_oldest_trade_open,months_since_most_recent_trade_open,average_months_in_file,num_satisfactory_trades,num_trades_60_ever_2_derog_pub_rec,num_trades_90_ever_2_derog_pub_rec,percent_trades_never_delq,months_since_most_recent_delq,num_trades_open_in_last_12m,months_since_most_recent_inqexcl7days,num_inq_last_6m,num_inq_last_6m_excl7days,net_fraction_revolving_burden,net_fraction_install_burden,num_bank_2_natl_trades_w_high_utilization,debt_to_income,emp_length,loan_amount,total_credit_limit,current_installment_accounts,paid_total,num_mort_accounts,account_never_delinq_percent,balance,num_historical_failed_to_pay,num_total_cc_accounts,num_cc_carrying_balance,age,monthly_income,number_of_dependents,number_real_estate_loans_or_lines,revolving_utilization_of_unsecured_lines,is_bad
63,165,3,53,27,1,1,84,2,3,0,1,1,20,80,1,13.98,13.98,40000,325783,2,3722.78,8,97.6,37018.15,0,21,10,46,4583.0,2.0,0,0.525894079,0
74,86,3,44,24,0,0,92,27,5,2,1,1,0,69,1,10.95,10.95,7500,162523,1,7691.0140153583,1,93.1,0.0,0,15,2,54,8038.0,2.0,2,0.588841116,0
89,315,13,90,13,0,0,100,-7,0,0,0,0,6,85,0,29.75,29.75,1000,50537,2,73.81,0,100.0,959.81,1,7,4,38,2700.0,4.0,0,0.04355194,0
79,224,2,83,15,1,0,83,12,1,-7,0,0,0,-8,0,16.15,16.15,35000,193400,0,5355.02,4,100.0,30549.28,0,30,19,50,8881.0,2.0,2,0.028098595,0
76,395,1,151,16,0,0,82,12,1,0,1,1,8,-8,0,5.93,5.93,13000,228900,0,1205.16,4,88.9,12022.44,0,10,4,64,8100.0,0.0,2,0.9999999,0
72,377,2,146,37,1,1,97,71,1,2,2,2,35,-8,3,14.73,14.73,25000,66271,9,3673.48,2,91.3,23928.85,1,9,5,34,3500.0,3.0,0,0.073809235,0
89,353,40,140,19,0,0,100,-7,0,0,0,0,7,-8,0,32.12,32.12,25000,470720,2,1867.2,2,100.0,24165.54,0,17,11,68,7000.0,0.0,0,0.105255675,0
81,328,1,85,27,0,0,100,-7,4,-7,0,0,12,101,0,0.53,0.53,10000,24500,0,630.73,0,100.0,9608.54,0,11,1,58,21499.0,2.0,2,0.011423107,0
79,214,4,85,37,0,0,97,8,2,4,2,2,6,78,0,7.95,7.95,13600,84455,0,960.13,1,100.0,13134.08,0,5,3,57,4000.0,0.0,0,0.029100034,0
81,255,11,121,19,0,0,95,10,1,0,0,0,1,96,0,31.98,31.98,35050,149043,5,1528.21,0,100.0,34111.64,1,16,4,49,12000.0,4.0,2,0.0,0
84,149,7,80,18,0,0,100,-7,2,1,1,1,2,87,0,30.09,30.09,30000,49234,3,5392.97,0,100.0,26885.89,0,4,2,80,10500.0,0.0,1,0.172355315,0
78,150,6,63,37,0,0,100,-7,1,0,0,0,3,63,0,62.58,62.58,15000,308171,2,1443.38,3,86.7,13920.33,0,21,10,72,5295.0,0.0,1,0.670041169,0
76,320,5,151,26,0,0,96,12,3,4,1,1,23,16,0,26.22,0.0,20000,29348,2,1387.47,0,100.0,19406.84,0,8,7,47,4600.0,2.0,2,0.007262013,0
59,67,15,46,4,1,0,60,5,0,0,0,0,52,29,-8,20.75,20.75,10700,315088,6,686.64,1,96.0,10192.49,0,8,4,49,4722.0,0.0,1,0.155012545,0
62,462,40,169,19,0,0,71,7,0,-7,0,0,63,-8,6,25.13,25.13,8000,287342,20,720.31,1,94.5,7380.8,0,16,8,65,0.0,0.0,2,0.811847351,0
72,73,2,34,30,0,0,100,-7,4,0,4,4,21,95,2,24.96,24.96,20000,91357,5,3578.17,0,100.0,17822.13,0,16,8,67,10332.0,0.0,5,0.041660898,0
85,309,3,93,44,0,0,100,-7,2,3,5,5,10,4,0,7.14,7.14,10000,71700,19,914.73,0,100.0,9522.69,1,18,4,39,3800.0,1.0,1,0.0,0
84,217,19,94,25,0,0,100,-7,0,20,0,0,13,-8,0,15.47,15.47,23100,521686,6,2832.62,1,89.7,20756.61,0,19,8,80,3822.0,0.0,2,0.9999999,0
77,126,8,61,25,0,0,92,42,4,7,0,0,9,100,0,2.97,2.97,6000,156490,0,6091.0141459735,3,100.0,0.0,0,5,2,58,0.0,0.0,1,0.00476006,0
84,159,13,80,22,0,0,100,-7,0,0,2,2,1,-8,1,2.2,2.2,10000,12600,0,949.55,0,100.0,9270.01,0,4,3,85,4000.0,0.0,0,0.016024911,0
63,270,3,67,6,3,1,50,22,3,0,0,0,61,87,0,15.95,0.0,17000,28700,2,2794.54,2,100.0,14986.61,1,14,2,59,10416.0,0.0,2,0.057643046,0
73,368,2,103,43,0,0,100,-7,1,-7,0,0,70,72,7,21.36,21.36,30000,166714,7,2162.45,1,95.0,28998.37,0,6,5,40,4000.0,1.0,1,0.047848308,0
67,50,4,27,9,1,1,89,34,2,0,2,2,3,36,0,10.87,10.87,25000,229160,1,2190.65,3,95.0,23756.73,0,2,2,48,3000.0,0.0,1,0.829496302,0
69,176,13,84,34,0,0,97,14,0,0,1,1,52,73,2,27.05,27.05,24000,130575,3,2652.76,0,100.0,22500.58,0,11,5,34,7243.0,1.0,4,0.691431746,0
70,276,3,83,16,1,0,94,48,2,-8,0,0,65,96,0,29.35,29.35,12000,100839,2,775.59,0,100.0,11426.66,0,19,3,36,9500.0,0.0,1,0.355182241,0
73,418,9,111,18,2,1,90,4,1,0,0,0,11,-8,0,21.22,21.22,3600,47658,1,571.38,0,86.7,3158.61,0,25,15,68,8000.0,1.0,1,0.334069521,0
74,198,6,80,22,0,0,100,-7,3,-7,1,1,59,53,3,7.45,0.0,5000,26432,1,666.73,1,85.0,4532.79,0,10,5,45,4006.0,2.0,1,0.9999999,0
78,172,13,73,13,0,0,100,-7,0,14,0,0,21,80,1,24.13,24.13,35000,101441,2,3493.67,0,100.0,32559.72,0,21,7,56,12353.0,2.0,1,0.887178818,0
74,247,8,94,13,5,2,72,53,2,-8,0,0,37,-8,0,15.81,15.81,8000,58670,3,497.56,0,100.0,7603.72,1,15,6,52,14800.0,0.0,3,0.025978113,0
64,106,2,52,7,3,3,73,64,1,1,4,4,90,99,1,20.1,20.1,24000,591587,4,2045.75,3,100.0,22757.9,0,8,1,58,2057.0,0.0,0,0.154547636,0
81,342,16,129,14,1,1,94,50,0,-8,0,0,2,14,0,14.51,14.51,6000,273490,4,386.07,2,71.0,5713.32,0,10,3,65,0.0,1.0,0,0.335414446,0
84,276,18,80,15,0,0,100,-7,0,17,0,0,12,-8,0,16.27,0.0,5000,200510,2,306.26,4,81.0,4750.06,0,10,2,38,4000.0,0.0,0,0.011195624,0
73,361,48,144,18,0,0,89,25,0,0,1,1,51,9,1,14.28,14.28,8000,359437,3,541.59,1,100.0,7643.35,0,6,4,60,4702.0,0.0,1,0.153003495,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,19.4,19.4,14000,60217,1,1374.36,0,100.0,12826.68,0,5,1,35,7520.0,2.0,1,0.472483887,0
90,177,14,74,13,0,0,100,-7,0,-8,0,0,6,-8,0,17.6,17.6,1700,12944,1,220.3,0,100.0,1537.26,0,3,3,72,11250.0,0.0,5,0.050673365,0
87,353,12,109,17,0,0,100,-7,0,2,1,1,3,-8,0,15.57,15.57,18200,60693,1,1551.34,0,100.0,17258.09,0,12,4,38,5175.0,2.0,0,0.996572408,0
86,257,14,126,25,0,0,100,-7,0,0,0,0,18,-8,0,23.51,0.0,19950,288670,2,614.1,6,100.0,19804.03,0,15,7,78,8333.0,2.0,1,0.080878614,0
82,163,3,67,46,0,0,100,-7,1,4,1,1,14,-8,0,3.96,3.96,16000,44000,0,2799.16,1,90.0,14207.37,0,8,5,41,8930.0,2.0,1,0.459041231,0
81,95,3,63,13,0,0,100,-7,1,3,1,1,45,-8,0,19.83,19.83,20000,53094,1,3234.92,0,100.0,17580.17,0,7,4,55,0.0,0.0,2,0.002143506,0
88,280,5,127,37,0,0,100,-7,2,3,2,1,6,94,0,10.05,10.05,35000,229928,1,3174.03,1,100.0,32319.97,1,10,7,40,6833.0,2.0,2,0.109965095,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,8.01,8.01,40000,55101,1,4441.74,0,100.0,37540.29,0,8,2,32,0.0,0.0,1,0.826173826,0
84,140,10,60,23,0,0,100,-7,1,0,0,0,4,88,0,27.56,27.56,20000,51688,1,1890.74,0,100.0,18917.47,0,10,1,53,0.0,0.0,2,0.131139179,0
75,231,7,83,28,2,2,97,78,2,1,1,1,10,73,0,5.46,5.46,20000,46000,1,1901.19,0,100.0,18509.07,0,9,2,38,1.0,4.0,1,0.003049848,0
75,98,20,52,7,0,0,100,-7,0,-8,0,0,-8,42,-8,21.73,21.73,17000,253507,1,2189.73,5,100.0,15339.1,0,22,7,60,14907.0,1.0,1,0.039008706,0
81,17,12,39,12,0,0,100,-7,0,14,0,0,4,83,0,18.72,18.72,30000,479527,4,1808.17,4,100.0,28746.25,0,9,3,59,4784.0,0.0,0,0.004601103,0
87,183,11,68,14,0,0,100,-7,1,18,0,0,3,-8,0,8.67,8.67,30000,323047,1,3861.07,4,91.3,27108.81,1,16,5,54,15000.0,0.0,1,0.020065931,0
67,172,6,69,36,0,0,100,-7,4,0,2,2,25,87,1,17.81,17.81,32000,333854,0,3094.51,4,100.0,29680.81,0,13,6,59,0.0,0.0,1,0.2483978,0
84,-8,6,117,53,0,0,100,-7,2,-7,0,0,9,13,1,32.32,32.32,36000,502577,7,3924.32,3,100.0,33660.93,0,14,6,23,3050.0,0.0,0,0.110599078,0
87,218,17,98,17,0,0,100,-7,0,-7,0,0,0,6,0,21.1,21.1,20000,68700,0,3406.01,0,100.0,17698.3,0,34,16,64,9220.0,0.0,0,0.969433748,0
73,184,5,69,13,0,0,85,5,1,0,2,2,8,92,0,10.89,10.89,12000,155931,2,2174.93,2,93.8,10710.96,0,11,4,63,4514.0,0.0,1,0.1453031,0
80,318,2,84,38,0,0,100,-7,2,0,2,2,3,41,0,14.76,14.76,3600,318092,3,556.98,2,100.0,3142.19,1,23,4,36,8000.0,0.0,1,0.676417089,0
90,246,5,81,9,0,0,100,-7,1,13,0,0,10,-8,0,1.97,1.97,4000,15900,0,754.26,0,100.0,3342.21,0,3,1,43,8083.0,3.0,2,0.999536259,0
92,372,10,176,25,0,0,100,-7,1,-8,0,0,3,-8,0,29.17,29.17,30000,135468,8,4389.03,0,100.0,28697.54,0,8,6,63,11917.0,1.0,2,0.019466018,0
68,179,11,101,24,0,0,92,47,1,0,2,2,62,82,2,13.49,13.49,18000,444019,3,2931.79,3,96.3,15836.57,0,14,6,44,10000.0,2.0,4,0.123212656,0
63,135,36,70,7,3,0,55,1,0,8,0,0,23,33,1,3.98,3.98,3200,20000,0,3200.0031111112,0,100.0,0.0,0,8,4,59,2900.0,1.0,0,0.078650821,0
75,204,36,121,28,0,0,100,-7,0,0,2,1,58,-8,4,18.69,0.0,12000,33395,1,1600.15,1,100.0,10878.71,0,10,4,68,14074.0,0.0,2,0.227594447,0
87,332,2,127,15,0,0,100,-7,1,23,0,0,13,89,0,25.61,25.61,35000,485270,11,5919.88,4,96.6,30944.76,0,35,13,33,939.0,2.0,0,0.717131474,0
80,381,3,97,35,0,0,100,-7,2,14,0,0,38,80,0,4.77,4.77,8400,25700,1,1443.01,0,100.0,7426.7,1,18,5,43,0.0,0.0,1,0.136200447,0
86,257,20,117,29,0,0,100,-7,0,-7,0,0,10,48,0,10.87,10.87,10000,166200,0,1695.21,2,94.1,8849.12,2,12,6,72,6912.0,0.0,2,0.277420151,0
61,182,2,41,6,1,0,88,58,3,0,2,2,99,86,3,23.24,0.0,5000,418155,2,858.89,5,96.7,4432.23,0,20,5,39,1800.0,3.0,0,0.9999999,0
87,325,6,102,27,0,0,100,-7,3,0,1,1,1,72,0,16.16,16.16,10000,21234,1,758.92,0,100.0,9687.32,0,3,3,74,0.0,0.0,0,0.011392245,0
84,311,10,85,26,0,0,100,-7,1,0,0,0,8,23,0,13.68,0.0,40000,376657,0,2937.97,3,100.0,38594.47,0,17,15,61,0.0,0.0,1,0.547216695,0
72,131,2,44,16,1,1,100,-7,2,0,0,0,4,51,0,12.92,12.92,20000,263690,1,1278.18,3,100.0,19037.5,0,9,2,72,0.0,1.0,2,0.9999999,0
76,400,3,97,17,1,1,94,35,2,2,1,1,2,96,0,26.56,0.0,15000,153448,2,2443.16,1,100.0,13197.14,1,15,6,62,5155.0,1.0,1,0.089265797,0
78,341,3,94,34,0,0,100,-7,2,2,3,3,1,-8,1,9.87,9.87,14000,41599,1,1356.28,0,91.7,12999.56,0,8,4,63,15000.0,1.0,4,0.340558919,0
81,76,11,53,8,0,0,100,-7,1,0,1,1,21,64,0,15.5,15.5,10000,48546,2,1595.01,2,100.0,8773.94,1,9,3,88,3500.0,0.0,0,0.025207422,0
88,365,5,166,29,0,0,97,14,2,17,0,0,10,-8,0,14.64,14.64,5000,26411,1,834.29,0,77.8,4412.9,0,8,5,62,4916.0,0.0,1,0.844183997,0
78,179,1,81,24,0,0,100,-7,5,0,3,3,12,94,0,8.84,8.84,10000,168553,1,906.99,2,100.0,9522.56,0,5,4,57,0.0,0.0,0,0.062211442,0
90,194,31,86,11,0,0,100,-7,0,-7,1,1,5,-8,0,26.63,0.0,3000,147741,1,292.42,0,100.0,2785.57,1,11,1,63,13750.0,1.0,3,0.329063678,0
70,480,18,108,19,1,1,89,72,0,17,0,0,43,75,1,15.64,15.64,40000,820300,0,2678.46,5,100.0,38539.28,0,21,9,56,7382.0,0.0,2,0.008690143,0
73,445,15,125,12,0,0,83,21,0,0,1,1,55,-8,1,7.63,7.63,5000,162700,0,467.56,4,95.2,4627.27,0,42,9,61,0.0,0.0,1,0.079826976,0
80,257,10,70,20,0,0,100,-7,1,2,1,1,1,61,0,29.52,29.52,15000,62077,1,2502.83,0,100.0,13238.74,0,9,3,44,0.0,2.0,2,0.048614138,0
81,291,6,65,5,0,0,80,67,1,-7,0,0,1,-8,0,24.61,24.61,5300,105460,5,703.01,3,100.0,4804.77,0,6,4,37,5000.0,0.0,2,0.0,0
77,168,17,105,17,2,2,80,17,0,1,1,1,6,61,0,18.86,0.0,5000,9200,0,700.37,0,92.3,4539.36,0,12,3,71,6800.0,0.0,1,0.209101258,0
83,143,2,57,22,0,0,100,-7,4,1,2,2,7,60,0,19.08,19.08,32000,287080,4,3358.74,2,95.0,29895.41,0,9,5,40,2700.0,0.0,1,0.271996769,0
72,178,1,60,29,0,0,100,-7,2,-7,3,3,60,85,2,41.92,41.92,13500,361779,4,817.71,2,100.0,12812.58,0,12,4,55,0.0,0.0,3,0.005031466,0
50,130,7,63,10,7,7,59,1,1,0,0,0,13,-8,1,14.79,14.79,10000,67858,2,1333.47,0,97.1,9065.57,0,20,2,45,12250.0,2.0,2,0.805287788,0
72,172,2,76,23,1,1,96,12,4,0,3,3,22,-8,1,3.99,3.99,10000,206914,1,618.56,2,94.1,9603.61,0,19,7,40,11500.0,2.0,1,0.109410195,0
78,126,7,58,41,0,0,100,-7,2,0,2,2,14,75,0,3.99,3.99,40000,93100,0,2883.24,2,94.1,38664.52,0,16,6,46,0.0,0.0,1,0.007949166,0
64,165,1,52,9,2,2,82,28,1,0,2,2,9,100,0,26.78,26.78,26650,244383,2,3052.13,4,100.0,25052.71,0,4,4,69,5419.0,0.0,0,0.313927723,0
68,178,1,66,21,0,0,96,7,6,5,0,0,38,80,2,15.48,15.48,10000,71270,6,920.37,0,100.0,9234.27,0,5,3,44,750.0,3.0,0,0.304695305,0
69,151,3,61,10,0,0,90,6,2,2,1,1,117,52,1,37.36,37.36,4200,50081,4,438.8,0,96.6,3911.24,0,6,1,33,7069.0,0.0,3,0.252145655,0
87,326,7,111,26,0,0,100,-7,1,0,0,0,12,89,0,30.91,30.91,14400,243544,2,1213.94,1,100.0,13645.46,0,30,10,31,4333.0,0.0,0,0.218142549,0
85,199,7,82,31,0,0,100,-7,1,0,2,2,6,49,1,20.77,20.77,28000,56853,2,4212.19,3,96.2,25695.56,0,15,9,40,0.0,0.0,1,0.126380112,0
60,82,6,32,24,2,2,100,-7,4,4,2,2,26,98,0,14.51,14.51,14500,118100,2,2419.43,1,100.0,12797.42,0,7,5,37,2838.0,0.0,1,0.784132888,0
81,165,12,95,17,0,0,100,-7,0,0,0,0,21,29,1,39.83,39.83,6500,269963,2,594.7,2,100.0,6006.74,0,11,9,32,4100.0,1.0,0,0.9999999,0
86,249,5,87,30,0,0,100,-7,1,3,5,5,6,95,0,16.42,16.42,12000,80298,2,1636.32,0,88.5,11390.36,0,21,11,62,53000.0,0.0,0,0.139638749,0
86,197,1,85,14,1,0,94,25,1,0,1,1,1,-8,0,58.06,0.0,10000,34111,2,1103.81,0,82.8,9374.77,0,14,7,57,21300.0,3.0,2,0.01365562,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,11.68,11.68,10000,24900,0,1374.7,0,100.0,8881.64,0,9,5,67,11166.0,1.0,2,0.006726696,0
65,209,8,56,41,1,1,98,2,4,-7,0,0,0,69,0,14.6,14.6,30000,458659,3,31543.595578052,2,100.0,0.0,1,14,10,39,2000.0,0.0,2,0.027946408,0
62,46,1,24,8,0,0,100,-7,4,0,4,4,46,9,4,29.25,29.25,25000,719119,1,1611.82,3,100.0,24045.67,0,18,5,70,0.0,0.0,1,0.026657293,0
68,196,9,79,26,0,0,93,2,1,8,0,0,30,50,1,4.14,4.14,30000,65083,3,5596.62,0,91.7,26885.89,5,5,3,70,2600.0,0.0,1,0.409630626,0
85,133,1,52,24,0,0,100,-7,2,3,1,1,8,97,0,6.33,0.0,6000,169914,1,462.7,1,100.0,5742.17,1,8,2,24,0.0,0.0,0,0.926517953,0
79,224,4,84,61,0,0,97,28,4,2,4,4,1,98,1,0.95,0.95,6000,192647,0,4556.15,2,100.0,1482.33,0,7,3,88,4000.0,0.0,1,0.013332947,0
75,463,3,86,43,0,0,98,50,5,-7,2,2,15,28,2,63.45,63.45,35000,600379,4,2251.76,6,100.0,33311.72,0,19,7,51,5600.0,0.0,1,0.209164279,0
78,134,2,63,35,0,0,93,32,3,0,0,0,22,55,0,22.53,22.53,14400,93370,4,1420.65,0,95.0,13772.76,0,9,4,29,0.0,0.0,0,0.9999999,0
81,419,11,240,13,0,0,100,-7,1,11,0,0,55,-8,1,13.37,13.37,10000,160060,1,1547.82,2,87.5,8739.0,0,10,2,75,8800.0,0.0,2,0.25401247,0
81,328,1,85,27,0,0,100,-7,4,-7,0,0,12,101,0,32.0,32.0,10000,272403,3,989.49,1,100.0,9296.37,1,7,5,54,0.0,0.0,0,0.9999999,0
70,76,6,37,22,0,0,100,-7,2,0,1,1,28,41,1,20.26,20.26,10000,99970,3,8611.17,0,100.0,1435.8,0,9,6,66,4000.0,0.0,0,0.071783151,0
80,162,4,61,39,0,0,98,74,4,8,0,0,11,-8,0,37.46,0.0,17975,293475,1,1164.38,0,97.3,17122.43,0,33,6,36,0.0,0.0,2,0.502899807,0
81,174,31,101,8,0,0,100,-7,0,1,2,2,39,-8,0,7.96,7.96,15000,33000,0,1720.53,0,52.9,14102.22,1,6,4,46,6500.0,0.0,2,0.005105875,0
82,306,5,67,18,0,0,100,-7,2,0,1,1,0,58,0,30.81,30.81,24000,337181,5,1210.24,3,100.0,23470.4,0,28,8,48,0.0,0.0,2,0.039871136,0
79,120,2,46,22,0,0,100,-7,5,2,3,3,6,90,0,34.78,34.78,15000,436561,13,1527.82,1,100.0,13976.17,0,11,8,79,2250.0,1.0,0,0.266263493,0
77,205,4,94,44,0,0,100,-7,7,3,1,1,14,87,0,13.01,13.01,2400,64205,11,398.78,0,95.7,2118.18,0,9,5,47,11450.0,1.0,2,0.019772477,0
84,98,35,68,7,0,0,100,-7,0,-8,0,0,12,-8,0,24.82,24.82,10000,93899,4,698.35,0,80.8,9570.3,0,5,4,51,26600.0,1.0,7,0.345876957,0
65,390,8,90,10,3,2,71,27,1,0,4,4,43,-8,0,41.92,41.92,13500,361779,4,817.71,2,100.0,12812.58,0,12,4,67,0.0,0.0,0,0.279132403,0
82,340,1,87,45,0,0,100,-7,6,0,10,10,3,82,0,15.23,15.23,14500,52441,4,1355.92,0,55.6,13419.08,0,13,2,45,4000.0,3.0,0,0.0,0
90,178,47,100,16,0,0,100,-7,0,1,1,1,0,-8,0,14.58,14.58,4000,58900,1,644.67,0,100.0,3516.03,0,4,2,62,0.0,0.0,2,0.020848958,0
72,283,28,131,17,1,1,94,48,0,16,0,0,27,-8,0,12.78,12.78,4000,43048,1,509.98,0,85.7,3609.21,0,6,2,63,0.0,0.0,0,0.0,0
76,185,4,69,32,0,0,97,25,3,-7,1,1,16,54,0,30.27,30.27,7775,162552,2,1464.38,1,75.0,6967.9,0,13,4,72,4200.0,0.0,1,0.478622083,0
74,310,4,101,8,1,0,89,14,2,13,0,0,23,63,0,2.75,2.75,7000,64000,1,841.17,2,100.0,6276.1,0,9,2,60,5916.0,0.0,2,0.000850555,0
69,211,1,79,29,0,0,97,9,1,1,4,4,33,65,1,10.28,10.28,10000,11923,1,1829.22,0,87.5,8915.27,0,6,1,63,3200.0,0.0,0,0.041998576,0
72,501,1,140,45,0,0,98,4,5,0,1,1,4,-8,0,24.8,24.8,16000,115703,2,1673.57,2,96.4,14938.56,1,15,8,79,0.0,0.0,0,0.9999999,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,27.85,27.85,32000,260087,4,3992.4,2,100.0,28781.78,0,20,6,49,6193.0,2.0,1,0.743834997,0
78,188,5,106,40,0,0,100,-7,3,2,1,1,5,51,0,34.86,34.86,15000,241110,6,996.32,1,100.0,14486.1,0,8,5,55,6200.0,0.0,1,0.505590506,0
81,306,5,74,16,0,0,100,-7,1,0,0,0,25,101,1,14.23,14.23,21000,293450,3,867.59,2,93.8,20454.21,0,16,4,66,7800.0,1.0,1,0.067276625,0
62,135,6,55,11,1,0,77,4,1,15,0,0,70,85,1,19.1,19.1,26000,445631,5,2216.23,5,91.7,24654.39,0,20,9,38,0.0,0.0,0,0.506618417,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,32.2,32.2,21000,88144,1,3728.31,0,100.0,18682.04,1,27,18,46,4000.0,1.0,1,0.953098688,0
80,192,5,66,52,0,0,100,-7,4,4,1,1,3,-8,1,15.95,0.0,17000,28700,2,2794.54,2,100.0,14986.61,1,14,2,46,6000.0,1.0,1,0.217432671,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,9.83,9.83,30000,60623,0,2087.94,0,100.0,29036.81,0,24,13,34,5000.0,2.0,0,0.835670036,0
82,144,9,86,14,0,0,100,-7,1,8,0,0,-8,-8,-8,13.51,13.51,15000,368842,2,1365.37,3,100.0,13851.4,0,13,4,38,7166.0,1.0,1,0.109792057,0
67,94,4,55,36,1,1,95,50,4,0,5,5,12,81,1,29.97,0.0,30000,110138,2,2892.78,0,100.0,28655.9,0,19,15,52,4597.0,1.0,0,0.620702033,0
66,153,17,73,24,0,0,88,10,0,0,0,0,37,77,0,14.74,14.74,11500,166146,6,1866.11,1,100.0,10117.82,0,6,6,47,5704.0,2.0,1,0.082385331,0
81,113,2,53,15,0,0,100,-7,3,-7,1,1,19,-8,0,30.1,30.1,35000,73180,2,3651.38,0,100.0,33552.17,0,9,6,33,6350.0,4.0,0,0.053547787,0
84,196,13,144,48,0,0,100,-7,0,0,3,2,23,-8,1,31.76,31.76,20000,43239,2,2055.46,0,100.0,19172.64,1,3,2,44,0.0,0.0,1,1.0,0
82,142,19,91,27,0,0,100,-7,0,8,0,0,9,44,1,7.68,0.0,9000,28700,0,1455.74,2,100.0,7911.05,1,18,13,61,0.0,0.0,2,0.179155589,0
82,224,5,70,37,0,0,97,48,1,17,0,0,23,83,0,22.65,22.65,19600,361341,4,1630.99,5,100.0,18585.61,1,17,3,52,5183.0,3.0,2,0.540586164,0
89,219,2,75,11,0,0,100,-7,1,0,0,0,4,-8,0,21.56,0.0,25000,131569,2,1190.29,6,100.0,24409.95,0,36,6,45,5882.0,6.0,0,0.0,0
86,152,4,71,33,0,0,100,-7,2,2,5,5,11,-8,0,16.72,16.72,40000,604303,3,4976.22,2,84.6,36011.51,0,6,2,51,5780.0,1.0,1,0.13576439,0
91,150,3,108,10,0,0,100,-7,1,-7,1,1,2,41,0,7.8,7.8,5000,30600,0,757.54,0,100.0,4425.39,0,13,10,88,0.0,0.0,0,0.0,0
89,204,1,110,23,0,0,100,-7,1,-8,0,0,6,-8,0,6.36,6.36,10000,135003,0,1499.84,2,100.0,8704.48,0,13,5,35,8669.0,1.0,2,0.193352266,0
60,204,2,58,27,0,0,86,0,4,0,1,1,57,96,2,12.52,12.52,24000,742800,2,1987.77,3,100.0,22726.57,0,11,3,64,9901.0,0.0,3,0.257010316,0
80,242,8,86,16,0,0,100,-7,1,0,1,1,37,48,1,25.4,25.4,12000,180440,3,750.27,2,71.9,11530.24,0,22,1,37,5000.0,1.0,0,0.060593941,0
83,177,1,60,18,0,0,100,-7,4,0,2,2,6,74,1,19.1,19.1,11000,328143,2,979.02,4,91.7,10430.7,0,10,5,61,6000.0,0.0,1,0.091053244,0
87,341,6,101,32,0,0,100,-7,1,-8,0,0,6,-8,0,11.97,11.97,8000,31234,1,744.57,0,100.0,7403.61,0,13,7,40,4416.0,0.0,1,0.676404104,0
89,521,15,244,27,0,0,100,-7,0,-8,0,0,3,-8,0,30.51,30.51,15000,53075,4,2698.65,0,100.0,13366.62,0,15,6,58,0.0,0.0,0,1.0,0
84,454,4,141,29,0,0,100,-7,2,1,3,2,8,37,0,7.89,7.89,10000,13270,0,1121.56,0,100.0,9612.43,0,4,3,33,6875.0,0.0,0,0.240942388,0
67,-8,14,67,3,1,1,100,-7,0,0,2,2,42,-8,0,13.58,13.58,18000,575389,2,1735.66,4,81.8,17193.55,0,14,8,74,0.0,0.0,0,0.0,0
80,121,2,81,31,0,0,94,30,4,9,0,0,2,89,0,5.82,5.82,35000,17800,0,4703.87,2,76.5,31730.74,0,15,5,49,3860.0,2.0,0,0.9999999,0
86,-8,7,61,18,0,0,100,-7,1,-7,0,0,13,-8,0,23.96,23.96,14300,58566,1,967.34,2,100.0,13790.85,0,24,11,30,2416.0,0.0,0,0.039812357,0
64,116,11,53,18,2,2,90,54,1,-7,1,1,72,65,2,2.39,2.39,8000,68700,0,8024.7600000002,0,100.0,0.0,0,8,2,41,5250.0,3.0,0,0.864181092,0
73,121,9,64,33,0,0,100,-7,4,0,2,2,35,64,1,52.22,52.22,12000,304578,3,1586.09,3,81.8,10868.71,0,8,3,59,13983.0,1.0,1,0.073238535,0
90,230,13,73,11,0,0,100,-7,0,0,0,0,1,71,0,22.34,22.34,12000,59475,17,1840.52,0,98.4,10474.0,0,10,6,37,12000.0,2.0,2,0.445648098,0
82,197,11,70,24,0,0,100,-7,1,0,0,0,64,81,0,25.45,25.45,40000,503804,2,1801.85,3,96.3,39068.19,0,15,4,76,4400.0,0.0,0,0.029996908,0
92,-8,37,103,19,0,0,100,-7,0,0,1,1,0,-8,0,5.19,5.19,23200,69502,19,2077.21,0,96.3,22064.71,0,5,2,64,8292.0,1.0,1,0.096449592,0
-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,28.45,28.45,35000,594937,3,3868.59,4,100.0,32813.38,0,18,8,33,1300.0,0.0,0,0.019332045,0
72,120,5,46,38,0,0,100,-7,5,0,2,2,59,78,4,7.95,7.95,20000,407385,1,1339.23,1,100.0,19269.64,0,14,2,59,8952.0,0.0,1,0.0,0
